id,img_path,gt_path
TRAIN_SOURCE_1135,./fish_train_source_image/TRAIN_SOURCE_1135.png,./fish_train_source_gt/TRAIN_SOURCE_1135.png
TRAIN_SOURCE_1136,./fish_train_source_image/TRAIN_SOURCE_1136.png,./fish_train_source_gt/TRAIN_SOURCE_1136.png
TRAIN_SOURCE_1137,./fish_train_source_image/TRAIN_SOURCE_1137.png,./fish_train_source_gt/TRAIN_SOURCE_1137.png
TRAIN_SOURCE_1138,./fish_train_source_image/TRAIN_SOURCE_1138.png,./fish_train_source_gt/TRAIN_SOURCE_1138.png
TRAIN_SOURCE_1139,./fish_train_source_image/TRAIN_SOURCE_1139.png,./fish_train_source_gt/TRAIN_SOURCE_1139.png
TRAIN_SOURCE_1140,./fish_train_source_image/TRAIN_SOURCE_1140.png,./fish_train_source_gt/TRAIN_SOURCE_1140.png
TRAIN_SOURCE_1141,./fish_train_source_image/TRAIN_SOURCE_1141.png,./fish_train_source_gt/TRAIN_SOURCE_1141.png
TRAIN_SOURCE_1142,./fish_train_source_image/TRAIN_SOURCE_1142.png,./fish_train_source_gt/TRAIN_SOURCE_1142.png
TRAIN_SOURCE_1143,./fish_train_source_image/TRAIN_SOURCE_1143.png,./fish_train_source_gt/TRAIN_SOURCE_1143.png
TRAIN_SOURCE_1144,./fish_train_source_image/TRAIN_SOURCE_1144.png,./fish_train_source_gt/TRAIN_SOURCE_1144.png
TRAIN_SOURCE_1145,./fish_train_source_image/TRAIN_SOURCE_1145.png,./fish_train_source_gt/TRAIN_SOURCE_1145.png
TRAIN_SOURCE_1146,./fish_train_source_image/TRAIN_SOURCE_1146.png,./fish_train_source_gt/TRAIN_SOURCE_1146.png
TRAIN_SOURCE_1147,./fish_train_source_image/TRAIN_SOURCE_1147.png,./fish_train_source_gt/TRAIN_SOURCE_1147.png
TRAIN_SOURCE_1148,./fish_train_source_image/TRAIN_SOURCE_1148.png,./fish_train_source_gt/TRAIN_SOURCE_1148.png
TRAIN_SOURCE_1149,./fish_train_source_image/TRAIN_SOURCE_1149.png,./fish_train_source_gt/TRAIN_SOURCE_1149.png
TRAIN_SOURCE_1150,./fish_train_source_image/TRAIN_SOURCE_1150.png,./fish_train_source_gt/TRAIN_SOURCE_1150.png
TRAIN_SOURCE_1151,./fish_train_source_image/TRAIN_SOURCE_1151.png,./fish_train_source_gt/TRAIN_SOURCE_1151.png
TRAIN_SOURCE_1152,./fish_train_source_image/TRAIN_SOURCE_1152.png,./fish_train_source_gt/TRAIN_SOURCE_1152.png
TRAIN_SOURCE_1153,./fish_train_source_image/TRAIN_SOURCE_1153.png,./fish_train_source_gt/TRAIN_SOURCE_1153.png
TRAIN_SOURCE_1154,./fish_train_source_image/TRAIN_SOURCE_1154.png,./fish_train_source_gt/TRAIN_SOURCE_1154.png
TRAIN_SOURCE_1155,./fish_train_source_image/TRAIN_SOURCE_1155.png,./fish_train_source_gt/TRAIN_SOURCE_1155.png
TRAIN_SOURCE_1156,./fish_train_source_image/TRAIN_SOURCE_1156.png,./fish_train_source_gt/TRAIN_SOURCE_1156.png
TRAIN_SOURCE_1157,./fish_train_source_image/TRAIN_SOURCE_1157.png,./fish_train_source_gt/TRAIN_SOURCE_1157.png
TRAIN_SOURCE_1158,./fish_train_source_image/TRAIN_SOURCE_1158.png,./fish_train_source_gt/TRAIN_SOURCE_1158.png
TRAIN_SOURCE_1159,./fish_train_source_image/TRAIN_SOURCE_1159.png,./fish_train_source_gt/TRAIN_SOURCE_1159.png
TRAIN_SOURCE_1160,./fish_train_source_image/TRAIN_SOURCE_1160.png,./fish_train_source_gt/TRAIN_SOURCE_1160.png
TRAIN_SOURCE_1161,./fish_train_source_image/TRAIN_SOURCE_1161.png,./fish_train_source_gt/TRAIN_SOURCE_1161.png
TRAIN_SOURCE_1162,./fish_train_source_image/TRAIN_SOURCE_1162.png,./fish_train_source_gt/TRAIN_SOURCE_1162.png
TRAIN_SOURCE_1163,./fish_train_source_image/TRAIN_SOURCE_1163.png,./fish_train_source_gt/TRAIN_SOURCE_1163.png
TRAIN_SOURCE_1164,./fish_train_source_image/TRAIN_SOURCE_1164.png,./fish_train_source_gt/TRAIN_SOURCE_1164.png
TRAIN_SOURCE_1165,./fish_train_source_image/TRAIN_SOURCE_1165.png,./fish_train_source_gt/TRAIN_SOURCE_1165.png
TRAIN_SOURCE_1166,./fish_train_source_image/TRAIN_SOURCE_1166.png,./fish_train_source_gt/TRAIN_SOURCE_1166.png
TRAIN_SOURCE_1167,./fish_train_source_image/TRAIN_SOURCE_1167.png,./fish_train_source_gt/TRAIN_SOURCE_1167.png
TRAIN_SOURCE_1168,./fish_train_source_image/TRAIN_SOURCE_1168.png,./fish_train_source_gt/TRAIN_SOURCE_1168.png
TRAIN_SOURCE_1169,./fish_train_source_image/TRAIN_SOURCE_1169.png,./fish_train_source_gt/TRAIN_SOURCE_1169.png
TRAIN_SOURCE_1170,./fish_train_source_image/TRAIN_SOURCE_1170.png,./fish_train_source_gt/TRAIN_SOURCE_1170.png
TRAIN_SOURCE_1171,./fish_train_source_image/TRAIN_SOURCE_1171.png,./fish_train_source_gt/TRAIN_SOURCE_1171.png
TRAIN_SOURCE_1172,./fish_train_source_image/TRAIN_SOURCE_1172.png,./fish_train_source_gt/TRAIN_SOURCE_1172.png
TRAIN_SOURCE_1173,./fish_train_source_image/TRAIN_SOURCE_1173.png,./fish_train_source_gt/TRAIN_SOURCE_1173.png
TRAIN_SOURCE_1174,./fish_train_source_image/TRAIN_SOURCE_1174.png,./fish_train_source_gt/TRAIN_SOURCE_1174.png
TRAIN_SOURCE_1175,./fish_train_source_image/TRAIN_SOURCE_1175.png,./fish_train_source_gt/TRAIN_SOURCE_1175.png
TRAIN_SOURCE_1176,./fish_train_source_image/TRAIN_SOURCE_1176.png,./fish_train_source_gt/TRAIN_SOURCE_1176.png
TRAIN_SOURCE_1177,./fish_train_source_image/TRAIN_SOURCE_1177.png,./fish_train_source_gt/TRAIN_SOURCE_1177.png
TRAIN_SOURCE_1178,./fish_train_source_image/TRAIN_SOURCE_1178.png,./fish_train_source_gt/TRAIN_SOURCE_1178.png
TRAIN_SOURCE_1179,./fish_train_source_image/TRAIN_SOURCE_1179.png,./fish_train_source_gt/TRAIN_SOURCE_1179.png
TRAIN_SOURCE_1180,./fish_train_source_image/TRAIN_SOURCE_1180.png,./fish_train_source_gt/TRAIN_SOURCE_1180.png
TRAIN_SOURCE_1181,./fish_train_source_image/TRAIN_SOURCE_1181.png,./fish_train_source_gt/TRAIN_SOURCE_1181.png
TRAIN_SOURCE_1182,./fish_train_source_image/TRAIN_SOURCE_1182.png,./fish_train_source_gt/TRAIN_SOURCE_1182.png
TRAIN_SOURCE_1183,./fish_train_source_image/TRAIN_SOURCE_1183.png,./fish_train_source_gt/TRAIN_SOURCE_1183.png
TRAIN_SOURCE_1184,./fish_train_source_image/TRAIN_SOURCE_1184.png,./fish_train_source_gt/TRAIN_SOURCE_1184.png
TRAIN_SOURCE_1185,./fish_train_source_image/TRAIN_SOURCE_1185.png,./fish_train_source_gt/TRAIN_SOURCE_1185.png
TRAIN_SOURCE_1186,./fish_train_source_image/TRAIN_SOURCE_1186.png,./fish_train_source_gt/TRAIN_SOURCE_1186.png
TRAIN_SOURCE_1187,./fish_train_source_image/TRAIN_SOURCE_1187.png,./fish_train_source_gt/TRAIN_SOURCE_1187.png
TRAIN_SOURCE_1188,./fish_train_source_image/TRAIN_SOURCE_1188.png,./fish_train_source_gt/TRAIN_SOURCE_1188.png
TRAIN_SOURCE_1189,./fish_train_source_image/TRAIN_SOURCE_1189.png,./fish_train_source_gt/TRAIN_SOURCE_1189.png
TRAIN_SOURCE_1190,./fish_train_source_image/TRAIN_SOURCE_1190.png,./fish_train_source_gt/TRAIN_SOURCE_1190.png
TRAIN_SOURCE_1191,./fish_train_source_image/TRAIN_SOURCE_1191.png,./fish_train_source_gt/TRAIN_SOURCE_1191.png
TRAIN_SOURCE_1192,./fish_train_source_image/TRAIN_SOURCE_1192.png,./fish_train_source_gt/TRAIN_SOURCE_1192.png
TRAIN_SOURCE_1193,./fish_train_source_image/TRAIN_SOURCE_1193.png,./fish_train_source_gt/TRAIN_SOURCE_1193.png
TRAIN_SOURCE_1194,./fish_train_source_image/TRAIN_SOURCE_1194.png,./fish_train_source_gt/TRAIN_SOURCE_1194.png
TRAIN_SOURCE_1195,./fish_train_source_image/TRAIN_SOURCE_1195.png,./fish_train_source_gt/TRAIN_SOURCE_1195.png
TRAIN_SOURCE_1196,./fish_train_source_image/TRAIN_SOURCE_1196.png,./fish_train_source_gt/TRAIN_SOURCE_1196.png
TRAIN_SOURCE_1197,./fish_train_source_image/TRAIN_SOURCE_1197.png,./fish_train_source_gt/TRAIN_SOURCE_1197.png
TRAIN_SOURCE_1198,./fish_train_source_image/TRAIN_SOURCE_1198.png,./fish_train_source_gt/TRAIN_SOURCE_1198.png
TRAIN_SOURCE_1199,./fish_train_source_image/TRAIN_SOURCE_1199.png,./fish_train_source_gt/TRAIN_SOURCE_1199.png
TRAIN_SOURCE_1200,./fish_train_source_image/TRAIN_SOURCE_1200.png,./fish_train_source_gt/TRAIN_SOURCE_1200.png
TRAIN_SOURCE_1201,./fish_train_source_image/TRAIN_SOURCE_1201.png,./fish_train_source_gt/TRAIN_SOURCE_1201.png
TRAIN_SOURCE_1202,./fish_train_source_image/TRAIN_SOURCE_1202.png,./fish_train_source_gt/TRAIN_SOURCE_1202.png
TRAIN_SOURCE_1203,./fish_train_source_image/TRAIN_SOURCE_1203.png,./fish_train_source_gt/TRAIN_SOURCE_1203.png
TRAIN_SOURCE_1204,./fish_train_source_image/TRAIN_SOURCE_1204.png,./fish_train_source_gt/TRAIN_SOURCE_1204.png
TRAIN_SOURCE_1205,./fish_train_source_image/TRAIN_SOURCE_1205.png,./fish_train_source_gt/TRAIN_SOURCE_1205.png
TRAIN_SOURCE_1206,./fish_train_source_image/TRAIN_SOURCE_1206.png,./fish_train_source_gt/TRAIN_SOURCE_1206.png
TRAIN_SOURCE_1207,./fish_train_source_image/TRAIN_SOURCE_1207.png,./fish_train_source_gt/TRAIN_SOURCE_1207.png
TRAIN_SOURCE_1208,./fish_train_source_image/TRAIN_SOURCE_1208.png,./fish_train_source_gt/TRAIN_SOURCE_1208.png
TRAIN_SOURCE_1209,./fish_train_source_image/TRAIN_SOURCE_1209.png,./fish_train_source_gt/TRAIN_SOURCE_1209.png
TRAIN_SOURCE_1210,./fish_train_source_image/TRAIN_SOURCE_1210.png,./fish_train_source_gt/TRAIN_SOURCE_1210.png
TRAIN_SOURCE_1211,./fish_train_source_image/TRAIN_SOURCE_1211.png,./fish_train_source_gt/TRAIN_SOURCE_1211.png
TRAIN_SOURCE_1212,./fish_train_source_image/TRAIN_SOURCE_1212.png,./fish_train_source_gt/TRAIN_SOURCE_1212.png
TRAIN_SOURCE_1213,./fish_train_source_image/TRAIN_SOURCE_1213.png,./fish_train_source_gt/TRAIN_SOURCE_1213.png
TRAIN_SOURCE_1214,./fish_train_source_image/TRAIN_SOURCE_1214.png,./fish_train_source_gt/TRAIN_SOURCE_1214.png
TRAIN_SOURCE_1215,./fish_train_source_image/TRAIN_SOURCE_1215.png,./fish_train_source_gt/TRAIN_SOURCE_1215.png
TRAIN_SOURCE_1216,./fish_train_source_image/TRAIN_SOURCE_1216.png,./fish_train_source_gt/TRAIN_SOURCE_1216.png
TRAIN_SOURCE_1217,./fish_train_source_image/TRAIN_SOURCE_1217.png,./fish_train_source_gt/TRAIN_SOURCE_1217.png
TRAIN_SOURCE_1218,./fish_train_source_image/TRAIN_SOURCE_1218.png,./fish_train_source_gt/TRAIN_SOURCE_1218.png
TRAIN_SOURCE_1219,./fish_train_source_image/TRAIN_SOURCE_1219.png,./fish_train_source_gt/TRAIN_SOURCE_1219.png
TRAIN_SOURCE_1220,./fish_train_source_image/TRAIN_SOURCE_1220.png,./fish_train_source_gt/TRAIN_SOURCE_1220.png
TRAIN_SOURCE_1221,./fish_train_source_image/TRAIN_SOURCE_1221.png,./fish_train_source_gt/TRAIN_SOURCE_1221.png
TRAIN_SOURCE_1222,./fish_train_source_image/TRAIN_SOURCE_1222.png,./fish_train_source_gt/TRAIN_SOURCE_1222.png
TRAIN_SOURCE_1223,./fish_train_source_image/TRAIN_SOURCE_1223.png,./fish_train_source_gt/TRAIN_SOURCE_1223.png
TRAIN_SOURCE_1224,./fish_train_source_image/TRAIN_SOURCE_1224.png,./fish_train_source_gt/TRAIN_SOURCE_1224.png
TRAIN_SOURCE_1225,./fish_train_source_image/TRAIN_SOURCE_1225.png,./fish_train_source_gt/TRAIN_SOURCE_1225.png
TRAIN_SOURCE_1226,./fish_train_source_image/TRAIN_SOURCE_1226.png,./fish_train_source_gt/TRAIN_SOURCE_1226.png
TRAIN_SOURCE_1227,./fish_train_source_image/TRAIN_SOURCE_1227.png,./fish_train_source_gt/TRAIN_SOURCE_1227.png
TRAIN_SOURCE_1228,./fish_train_source_image/TRAIN_SOURCE_1228.png,./fish_train_source_gt/TRAIN_SOURCE_1228.png
TRAIN_SOURCE_1229,./fish_train_source_image/TRAIN_SOURCE_1229.png,./fish_train_source_gt/TRAIN_SOURCE_1229.png
TRAIN_SOURCE_1230,./fish_train_source_image/TRAIN_SOURCE_1230.png,./fish_train_source_gt/TRAIN_SOURCE_1230.png
TRAIN_SOURCE_1231,./fish_train_source_image/TRAIN_SOURCE_1231.png,./fish_train_source_gt/TRAIN_SOURCE_1231.png
TRAIN_SOURCE_1232,./fish_train_source_image/TRAIN_SOURCE_1232.png,./fish_train_source_gt/TRAIN_SOURCE_1232.png
TRAIN_SOURCE_1233,./fish_train_source_image/TRAIN_SOURCE_1233.png,./fish_train_source_gt/TRAIN_SOURCE_1233.png
TRAIN_SOURCE_1234,./fish_train_source_image/TRAIN_SOURCE_1234.png,./fish_train_source_gt/TRAIN_SOURCE_1234.png
TRAIN_SOURCE_1235,./fish_train_source_image/TRAIN_SOURCE_1235.png,./fish_train_source_gt/TRAIN_SOURCE_1235.png
TRAIN_SOURCE_1236,./fish_train_source_image/TRAIN_SOURCE_1236.png,./fish_train_source_gt/TRAIN_SOURCE_1236.png
TRAIN_SOURCE_1237,./fish_train_source_image/TRAIN_SOURCE_1237.png,./fish_train_source_gt/TRAIN_SOURCE_1237.png
TRAIN_SOURCE_1238,./fish_train_source_image/TRAIN_SOURCE_1238.png,./fish_train_source_gt/TRAIN_SOURCE_1238.png
TRAIN_SOURCE_1239,./fish_train_source_image/TRAIN_SOURCE_1239.png,./fish_train_source_gt/TRAIN_SOURCE_1239.png
TRAIN_SOURCE_1240,./fish_train_source_image/TRAIN_SOURCE_1240.png,./fish_train_source_gt/TRAIN_SOURCE_1240.png
TRAIN_SOURCE_1241,./fish_train_source_image/TRAIN_SOURCE_1241.png,./fish_train_source_gt/TRAIN_SOURCE_1241.png
TRAIN_SOURCE_1242,./fish_train_source_image/TRAIN_SOURCE_1242.png,./fish_train_source_gt/TRAIN_SOURCE_1242.png
TRAIN_SOURCE_1243,./fish_train_source_image/TRAIN_SOURCE_1243.png,./fish_train_source_gt/TRAIN_SOURCE_1243.png
TRAIN_SOURCE_1244,./fish_train_source_image/TRAIN_SOURCE_1244.png,./fish_train_source_gt/TRAIN_SOURCE_1244.png
TRAIN_SOURCE_1245,./fish_train_source_image/TRAIN_SOURCE_1245.png,./fish_train_source_gt/TRAIN_SOURCE_1245.png
TRAIN_SOURCE_1246,./fish_train_source_image/TRAIN_SOURCE_1246.png,./fish_train_source_gt/TRAIN_SOURCE_1246.png
TRAIN_SOURCE_1247,./fish_train_source_image/TRAIN_SOURCE_1247.png,./fish_train_source_gt/TRAIN_SOURCE_1247.png
TRAIN_SOURCE_1248,./fish_train_source_image/TRAIN_SOURCE_1248.png,./fish_train_source_gt/TRAIN_SOURCE_1248.png
TRAIN_SOURCE_1249,./fish_train_source_image/TRAIN_SOURCE_1249.png,./fish_train_source_gt/TRAIN_SOURCE_1249.png
TRAIN_SOURCE_1250,./fish_train_source_image/TRAIN_SOURCE_1250.png,./fish_train_source_gt/TRAIN_SOURCE_1250.png
TRAIN_SOURCE_1251,./fish_train_source_image/TRAIN_SOURCE_1251.png,./fish_train_source_gt/TRAIN_SOURCE_1251.png
TRAIN_SOURCE_1252,./fish_train_source_image/TRAIN_SOURCE_1252.png,./fish_train_source_gt/TRAIN_SOURCE_1252.png
TRAIN_SOURCE_1253,./fish_train_source_image/TRAIN_SOURCE_1253.png,./fish_train_source_gt/TRAIN_SOURCE_1253.png
TRAIN_SOURCE_1254,./fish_train_source_image/TRAIN_SOURCE_1254.png,./fish_train_source_gt/TRAIN_SOURCE_1254.png
TRAIN_SOURCE_1255,./fish_train_source_image/TRAIN_SOURCE_1255.png,./fish_train_source_gt/TRAIN_SOURCE_1255.png
TRAIN_SOURCE_1256,./fish_train_source_image/TRAIN_SOURCE_1256.png,./fish_train_source_gt/TRAIN_SOURCE_1256.png
TRAIN_SOURCE_1257,./fish_train_source_image/TRAIN_SOURCE_1257.png,./fish_train_source_gt/TRAIN_SOURCE_1257.png
TRAIN_SOURCE_1258,./fish_train_source_image/TRAIN_SOURCE_1258.png,./fish_train_source_gt/TRAIN_SOURCE_1258.png
TRAIN_SOURCE_1259,./fish_train_source_image/TRAIN_SOURCE_1259.png,./fish_train_source_gt/TRAIN_SOURCE_1259.png
TRAIN_SOURCE_1260,./fish_train_source_image/TRAIN_SOURCE_1260.png,./fish_train_source_gt/TRAIN_SOURCE_1260.png
TRAIN_SOURCE_1261,./fish_train_source_image/TRAIN_SOURCE_1261.png,./fish_train_source_gt/TRAIN_SOURCE_1261.png
TRAIN_SOURCE_1262,./fish_train_source_image/TRAIN_SOURCE_1262.png,./fish_train_source_gt/TRAIN_SOURCE_1262.png
TRAIN_SOURCE_1263,./fish_train_source_image/TRAIN_SOURCE_1263.png,./fish_train_source_gt/TRAIN_SOURCE_1263.png
TRAIN_SOURCE_1264,./fish_train_source_image/TRAIN_SOURCE_1264.png,./fish_train_source_gt/TRAIN_SOURCE_1264.png
TRAIN_SOURCE_1265,./fish_train_source_image/TRAIN_SOURCE_1265.png,./fish_train_source_gt/TRAIN_SOURCE_1265.png
TRAIN_SOURCE_1266,./fish_train_source_image/TRAIN_SOURCE_1266.png,./fish_train_source_gt/TRAIN_SOURCE_1266.png
TRAIN_SOURCE_1267,./fish_train_source_image/TRAIN_SOURCE_1267.png,./fish_train_source_gt/TRAIN_SOURCE_1267.png
TRAIN_SOURCE_1268,./fish_train_source_image/TRAIN_SOURCE_1268.png,./fish_train_source_gt/TRAIN_SOURCE_1268.png
TRAIN_SOURCE_1269,./fish_train_source_image/TRAIN_SOURCE_1269.png,./fish_train_source_gt/TRAIN_SOURCE_1269.png
TRAIN_SOURCE_1270,./fish_train_source_image/TRAIN_SOURCE_1270.png,./fish_train_source_gt/TRAIN_SOURCE_1270.png
TRAIN_SOURCE_1271,./fish_train_source_image/TRAIN_SOURCE_1271.png,./fish_train_source_gt/TRAIN_SOURCE_1271.png
TRAIN_SOURCE_1272,./fish_train_source_image/TRAIN_SOURCE_1272.png,./fish_train_source_gt/TRAIN_SOURCE_1272.png
TRAIN_SOURCE_1273,./fish_train_source_image/TRAIN_SOURCE_1273.png,./fish_train_source_gt/TRAIN_SOURCE_1273.png
TRAIN_SOURCE_1274,./fish_train_source_image/TRAIN_SOURCE_1274.png,./fish_train_source_gt/TRAIN_SOURCE_1274.png
TRAIN_SOURCE_1275,./fish_train_source_image/TRAIN_SOURCE_1275.png,./fish_train_source_gt/TRAIN_SOURCE_1275.png
TRAIN_SOURCE_1276,./fish_train_source_image/TRAIN_SOURCE_1276.png,./fish_train_source_gt/TRAIN_SOURCE_1276.png
TRAIN_SOURCE_1277,./fish_train_source_image/TRAIN_SOURCE_1277.png,./fish_train_source_gt/TRAIN_SOURCE_1277.png
TRAIN_SOURCE_1278,./fish_train_source_image/TRAIN_SOURCE_1278.png,./fish_train_source_gt/TRAIN_SOURCE_1278.png
TRAIN_SOURCE_1279,./fish_train_source_image/TRAIN_SOURCE_1279.png,./fish_train_source_gt/TRAIN_SOURCE_1279.png
TRAIN_SOURCE_1280,./fish_train_source_image/TRAIN_SOURCE_1280.png,./fish_train_source_gt/TRAIN_SOURCE_1280.png
TRAIN_SOURCE_1281,./fish_train_source_image/TRAIN_SOURCE_1281.png,./fish_train_source_gt/TRAIN_SOURCE_1281.png
TRAIN_SOURCE_1282,./fish_train_source_image/TRAIN_SOURCE_1282.png,./fish_train_source_gt/TRAIN_SOURCE_1282.png
TRAIN_SOURCE_1283,./fish_train_source_image/TRAIN_SOURCE_1283.png,./fish_train_source_gt/TRAIN_SOURCE_1283.png
TRAIN_SOURCE_1284,./fish_train_source_image/TRAIN_SOURCE_1284.png,./fish_train_source_gt/TRAIN_SOURCE_1284.png
TRAIN_SOURCE_1285,./fish_train_source_image/TRAIN_SOURCE_1285.png,./fish_train_source_gt/TRAIN_SOURCE_1285.png
TRAIN_SOURCE_1286,./fish_train_source_image/TRAIN_SOURCE_1286.png,./fish_train_source_gt/TRAIN_SOURCE_1286.png
TRAIN_SOURCE_1287,./fish_train_source_image/TRAIN_SOURCE_1287.png,./fish_train_source_gt/TRAIN_SOURCE_1287.png
TRAIN_SOURCE_1288,./fish_train_source_image/TRAIN_SOURCE_1288.png,./fish_train_source_gt/TRAIN_SOURCE_1288.png
TRAIN_SOURCE_1289,./fish_train_source_image/TRAIN_SOURCE_1289.png,./fish_train_source_gt/TRAIN_SOURCE_1289.png
TRAIN_SOURCE_1290,./fish_train_source_image/TRAIN_SOURCE_1290.png,./fish_train_source_gt/TRAIN_SOURCE_1290.png
TRAIN_SOURCE_1291,./fish_train_source_image/TRAIN_SOURCE_1291.png,./fish_train_source_gt/TRAIN_SOURCE_1291.png
TRAIN_SOURCE_1292,./fish_train_source_image/TRAIN_SOURCE_1292.png,./fish_train_source_gt/TRAIN_SOURCE_1292.png
TRAIN_SOURCE_1293,./fish_train_source_image/TRAIN_SOURCE_1293.png,./fish_train_source_gt/TRAIN_SOURCE_1293.png
TRAIN_SOURCE_1294,./fish_train_source_image/TRAIN_SOURCE_1294.png,./fish_train_source_gt/TRAIN_SOURCE_1294.png
TRAIN_SOURCE_1295,./fish_train_source_image/TRAIN_SOURCE_1295.png,./fish_train_source_gt/TRAIN_SOURCE_1295.png
